,1: Cal. Nei. Cen.,2: Col. Nei. Cen.,3: Lan. Nei. Cen.,4: Col. Par. Nei. Cen.,5: Gra. Ave. Nei. Cen.,6: Joh. H.. Jac. Nei. Cen.,7: Hol. Hei. Com. Cen.,8: Dr.. Jam. R.. Smi. Nei. Cen.,9: Roc. Lak. Nei. Cen.,10: Wad. Com. Cen.,11: Eng. Nei. Cen.,12: Nor. Nei. Cen. Mar. Com. Cen.,13: Pin. Hil. Nei. Cen. Fam. (sa. Off.,14: Ros. Com. Cen.,15: Oak. Rid. Nei. Cen. Fam. (in. Mid. Sch.,16: Thr. Sho. Com. Cen.,17: Com. Emp. Cen. Inc.,18: Ara. Ame. Com. Cen.,19: Ive. Lan. Rec. Cen.,20: Ive. Lan. Nei. Cen.,21: Dov. Sho. Com. Cen.,22: Uni. Par. Nei. Cen.,23: Cla. Com. Cen.,24: Pin. Hil. Com. Cen.,25: Ora. Tre. Rec. Cen.,26: Dr.. P.. Phi. Ymc. Fam. Cen.,27: Ang. Adu. Com. Cen.,28: Ora. Cou. Orl. Mag. Rec. Cen.,29: Lak. Non. Ymc. Fam. Cen.,30: Sou. Eco. Rec. Cen.,31: Fdc. Cen. Flo. Rec. Cen.,32: Ran. Par. Com. Cen.,33: Orl. Vis. Par.,34: Big. Haw. Rec. Cen.,35: Lee. Rec. &. Par.,36: Oco. Lak. Cen.,37: Nar. Com. Cen. Par.,38: Eas. Par.,39: Hun. Clu. Ped.,40: Apo. Com. Cen.,41: Com. Hea. Cen.,42: Com. Hea. Cen. Apo.,43: Com. Hea. Cen.,44: Joh. Bri. Com. Cen.,45: Fra. Car. Rec. Cen.,46: Hop. Com. Cen.,47: Win. Spr. Civ. Cen.,48: Wes. Par.,49: Lak. Mar. Com. Cen.,50: Lak. Mar. Par. &. Rec.,51: J.. Dou. Wil. Ymc. Fam. Cen.,52: Hil. Rec. Cen.,53: Den. Joh. Com. Cen.,54: Mai. Com. Par.,55: Min. Par.,56: Sha. Orl. Rot. Jcc.,57: Mai. Sen. Cen.,58: Ovi. Rec. &. Par.,59: Wes. Com. Cen. Boy. Gir. Cen.,60: Jef. Tri. Com. Cen.,61: Mid. Com. Cen.,62: San. Civ. Cen.,63: Win. Par. Com. Cen.,64: Aza. Lan. Rec. Cen.,65: Cen. Hea. Wel.
42: Com. Hea. Cen. Apo.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9831,0.3818,0.0872,0.0,0.0338,1.3909,0.8904,0.9677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43: Com. Hea. Cen.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9392,0.3479,0.0908,0.0338,0.0,1.3571,0.8566,0.9338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44: Joh. Bri. Com. Cen.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4221,1.4346,1.3909,1.3571,0.0,1.9307,0.8742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45: Fra. Car. Rec. Cen.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3024,0.7953,0.7703,0.8904,0.8566,1.9307,0.0,1.5074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46: Hop. Com. Cen.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8784,0.8512,1.0113,0.9677,0.9338,0.8742,1.5074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47: Win. Spr. Civ. Cen.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48: Wes. Par.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1339,4.8286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.589,3.6594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49: Lak. Mar. Com. Cen.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8709,0.0,0.0,0.0,0.0,0.0,0.0
50: Lak. Mar. Par. &. Rec.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8709,0.0,0.0,0.0,0.0,0.0,0.0
51: J.. Dou. Wil. Ymc. Fam. Cen.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1029,1.1029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52: Hil. Rec. Cen.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1171,1.1283,1.0501,0.4287,0.5274,0.0,0.0,0.0,0.0,0.0,3.0,3.5287,0.0
53: Den. Joh. Com. Cen.,0.0,4.682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8202,4.5149,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1468,0.0,2.8266,2.2385,2.2973,1.6113,0.0,0.0,0.0,0.0,0.0,2.4979,3.0266,0.0
54: Mai. Com. Par.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1316,2.8247,0.0,1.6531,1.434,1.3806,0.0,0.0,0.0,0.0,0.0,3.7076,4.2363,0.0
55: Min. Par.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8954,2.0844,1.4668,0.0,1.0459,0.6403,0.0,0.0,0.0,0.0,0.0,2.9673,3.496,4.3299
56: Sha. Orl. Rot. Jcc.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3505,2.2056,1.2168,1.1385,0.0,0.6158,0.0,0.0,0.0,0.0,0.0,3.0885,3.6172,0.0
57: Mai. Sen. Cen.,0.0,4.6568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9013,0.0,3.2546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5355,1.5898,1.3753,0.7872,0.686,0.0,0.0,0.0,0.0,0.0,0.0,2.4727,3.0014,4.522
58: Ovi. Rec. &. Par.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59: Wes. Com. Cen. Boy. Gir. Cen.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9639,4.9639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3612,0.0,2.0922,0.0,0.0,0.0
60: Jef. Tri. Com. Cen.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3612,0.0,2.5531,1.4889,0.0,0.0,0.0
61: Mid. Com. Cen.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5531,0.0,4.2945,0.0,0.0,0.0
62: San. Civ. Cen.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.4889,3.8687,0.0,0.0,0.0,0.0
63: Win. Par. Com. Cen.,4.8246,2.8039,4.3272,3.1152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0196,2.5171,3.6994,3.1113,3.1701,2.4841,0.0,0.0,0.0,0.0,0.0,0.0,0.8289,2.6316
64: Aza. Lan. Rec. Cen.,4.4692,2.4485,3.9718,2.7598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5416,3.0391,4.2214,3.6333,3.6921,3.0061,0.0,0.0,0.0,0.0,0.0,0.7932,0.0,3.0316
65: Cen. Hea. Wel.,0.0,4.4928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8842,0.0,4.187,0.0,4.4867,0.0,0.0,0.0,0.0,0.0,2.6013,3.0772,0.0
